epoch,loss_Gesture,loss_User,loss_Orientation,loss_Location
0,1.7335423231124878,1.0390331745147705,1.5824322700500488,1.5987699031829834
1,1.6672840118408203,0.6592881679534912,1.5033605098724365,1.7693898677825928
2,1.1733019351959229,0.5297014117240906,1.297534704208374,2.2233309745788574
3,0.6902475953102112,0.468295156955719,0.9616811275482178,3.111994743347168
4,0.4431556463241577,0.4393764138221741,0.57484370470047,3.746175765991211
5,0.42077383399009705,0.4236539900302887,0.5479300022125244,3.5736351013183594
6,0.5169427394866943,0.5109580755233765,0.6993192434310913,2.7995193004608154
7,0.462526798248291,0.5065783262252808,0.7013571262359619,2.688709259033203
8,0.42064374685287476,0.48438379168510437,0.6624255776405334,2.571025848388672
9,0.39724817872047424,0.46787843108177185,0.6349369287490845,2.4680182933807373
10,0.3160646855831146,0.36799681186676025,0.4696584939956665,2.781953811645508
11,0.30503690242767334,0.4427197277545929,0.4623521864414215,2.5222411155700684
12,0.35945743322372437,0.6722934246063232,0.5817058682441711,1.753705620765686
13,0.3902064263820648,0.6830504536628723,0.6343429088592529,1.3990739583969116
14,0.3680000901222229,0.6845318078994751,0.6959624290466309,1.1540113687515259
15,0.3420465886592865,0.6911751627922058,0.7168922424316406,0.9929944276809692
16,0.3111680746078491,0.6963040232658386,0.701000988483429,0.8761551380157471
17,0.29937422275543213,0.635380208492279,0.7146981358528137,0.7954301238059998
18,0.2763356566429138,0.6187943816184998,0.7462398409843445,0.6592986583709717
19,0.2731495499610901,0.5264452695846558,0.8127146363258362,0.6099721789360046
20,0.26422151923179626,0.4580347239971161,0.9249763488769531,0.5084491968154907
21,0.2433033138513565,0.33833977580070496,1.0800445079803467,0.44610172510147095
22,0.2292034924030304,0.19925743341445923,1.2098159790039062,0.45445573329925537
23,0.21583139896392822,0.17610326409339905,1.1701759099960327,0.4339698553085327
24,0.18043601512908936,0.17802932858467102,1.1023180484771729,0.43786776065826416
25,0.1810574233531952,0.17699836194515228,0.9938596487045288,0.44249552488327026
26,0.16879595816135406,0.1804845929145813,0.9568514227867126,0.43755123019218445
27,0.1735733151435852,0.1783672273159027,0.8883963227272034,0.43054184317588806
28,0.16008049249649048,0.18106532096862793,0.8364803194999695,0.4383908808231354
29,0.15792444348335266,0.17847934365272522,0.7961111664772034,0.46244189143180847
30,0.15100815892219543,0.1763325035572052,0.7269799709320068,0.5270892381668091
31,0.14330588281154633,0.17675308883190155,0.539250373840332,0.9828741550445557
32,0.14754153788089752,0.1733146458864212,0.17021511495113373,2.0191192626953125
33,0.14110548794269562,0.16502918303012848,0.1408488154411316,2.0275182723999023
34,0.14448167383670807,0.1662524938583374,0.14928917586803436,1.8623485565185547
35,0.15434126555919647,0.1708928644657135,0.16398344933986664,1.7343993186950684
36,0.14456646144390106,0.17217512428760529,0.16359037160873413,1.655277967453003
37,0.14694973826408386,0.1645534634590149,0.1656469702720642,1.5456104278564453
38,0.15302293002605438,0.16600491106510162,0.16872538626194,1.4741545915603638
39,0.14386074244976044,0.1676100194454193,0.17548424005508423,1.4085419178009033
40,0.14323846995830536,0.16517534852027893,0.1834382265806198,1.33021879196167
41,0.14145156741142273,0.1675475835800171,0.17879866063594818,1.2579270601272583
42,0.28854992985725403,0.2643446922302246,0.31491294503211975,0.623330295085907
43,0.22235174477100372,0.33458852767944336,0.33577588200569153,0.5925039052963257
44,0.1881980448961258,0.30205222964286804,0.32073885202407837,0.5678926110267639
45,0.17916738986968994,0.29777616262435913,0.33167028427124023,0.5430780649185181
46,0.16814890503883362,0.2929847240447998,0.3063235878944397,0.529033899307251
47,0.160591259598732,0.2877959907054901,0.3249671161174774,0.5297592878341675
48,0.1620883345603943,0.2786995470523834,0.2922443151473999,0.5232016444206238
49,0.15149305760860443,0.2628190517425537,0.2849012315273285,0.5032404661178589
50,0.1492031216621399,0.26438677310943604,0.28665420413017273,0.4918167293071747
51,0.13127824664115906,0.24082520604133606,0.2765331268310547,0.49979889392852783
52,0.10584580898284912,0.2608770728111267,0.30377721786499023,0.4795301556587219
53,0.11378279328346252,0.2753072679042816,0.2825663387775421,0.4967288374900818
54,0.11067407578229904,0.22677016258239746,0.2158416360616684,0.6142096519470215
55,0.11327295750379562,0.09626217186450958,0.11871054768562317,1.016838788986206
56,0.10661636292934418,0.09518838673830032,0.12122465670108795,0.9761289954185486
57,0.11477373540401459,0.10749779641628265,0.12327037006616592,0.949254035949707
58,0.10509368032217026,0.10733940452337265,0.1337723433971405,0.8935413360595703
59,0.10873308032751083,0.1109844297170639,0.12879738211631775,0.8240422606468201
60,0.11290737241506577,0.11381903290748596,0.13389843702316284,0.8321382403373718
61,0.10853082686662674,0.11546768248081207,0.1332860291004181,0.8609131574630737
62,0.1089424192905426,0.11773136258125305,0.13853240013122559,0.7214465141296387
63,0.11366302520036697,0.10707776993513107,0.13085143268108368,0.7281097173690796
64,0.1094517782330513,0.10882598906755447,0.1397215574979782,0.7450815439224243
65,0.11861902475357056,0.13252398371696472,0.24879319965839386,0.557141125202179
66,0.14946319162845612,0.18449187278747559,0.33420655131340027,0.3486524224281311
67,0.14547501504421234,0.18852625787258148,0.348942369222641,0.3188306987285614
68,0.1448855847120285,0.1839829683303833,0.3268882632255554,0.2971867322921753
69,0.13990892469882965,0.1762075424194336,0.307768851518631,0.2946266531944275
70,0.13991288840770721,0.17319925129413605,0.3042343854904175,0.2924346327781677
71,0.13513308763504028,0.16317664086818695,0.2916821241378784,0.27829450368881226
72,0.13790825009346008,0.1769360899925232,0.2784377634525299,0.2746564447879791
73,0.12829488515853882,0.1705920696258545,0.26165205240249634,0.28352126479148865
74,0.12711508572101593,0.1788179576396942,0.24179154634475708,0.28936728835105896
75,0.12608608603477478,0.1953769475221634,0.18196304142475128,0.31155407428741455
76,0.088267020881176,0.3427358865737915,0.09640729427337646,0.3312106728553772
77,0.08354915678501129,0.2790784537792206,0.08986357599496841,0.36300787329673767
78,0.07959999144077301,0.21394969522953033,0.10063822567462921,0.40269985795021057
79,0.08615682274103165,0.14988988637924194,0.10911261290311813,0.5002056360244751
80,0.09259006381034851,0.11243701726198196,0.10420944541692734,0.5589418411254883
81,0.0865718424320221,0.06333008408546448,0.1004132628440857,0.6334848403930664
82,0.09435414522886276,0.07586149871349335,0.1069977879524231,0.5971826910972595
83,0.08853956311941147,0.07459042966365814,0.10762081295251846,0.5852470397949219
84,0.09011007845401764,0.07763363420963287,0.11363750696182251,0.546783447265625
85,0.08805465698242188,0.076741524040699,0.11410640180110931,0.5541982054710388
86,0.09329178929328918,0.08085605502128601,0.11240150779485703,0.4925695061683655
87,0.09538678824901581,0.09077138453722,0.1106545701622963,0.5539222955703735
88,0.0942811593413353,0.0888742133975029,0.11037760972976685,0.48376649618148804
89,0.08947000652551651,0.08513306081295013,0.11368635296821594,0.5093334317207336
90,0.09268680959939957,0.08199986815452576,0.11279206722974777,0.48566609621047974
91,0.09475278854370117,0.1094084084033966,0.29426029324531555,0.2537665069103241
92,0.1073819026350975,0.11984219402074814,0.2869415879249573,0.2505713105201721
93,0.11464270949363708,0.12108621001243591,0.24662499129772186,0.2229754626750946
94,0.1087920069694519,0.11548395454883575,0.25899356603622437,0.2341518998146057
95,0.10885284841060638,0.12009786814451218,0.2195509970188141,0.20912395417690277
96,0.10784915834665298,0.12603460252285004,0.2157014012336731,0.2733174264431
97,0.10309469699859619,0.12011068314313889,0.1955897957086563,0.24100050330162048
98,0.10342323780059814,0.11992974579334259,0.1766715794801712,0.22891990840435028
99,0.09718605875968933,0.13254770636558533,0.15712587535381317,0.2424372136592865
